,Unnamed: 0,airline_sentiment,text,review_len
1707,2158,1,@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,26
1708,2159,1,@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.,23
1710,2161,1,@united has once again earned a place as the worst airline in the business,14
1711,2163,1,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",26
1712,2164,1,@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.,21
1713,2165,1,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff",21
1714,2166,1,"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight",13
1715,2167,1,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,27
1716,2168,1,"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much",22
1717,2170,1,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,18
1718,2171,1,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,23
1719,2172,1,"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",24
1720,2173,1,@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..,20
1721,2174,1,@united I'd really like to get off of this plane now.,11
1722,2175,1,@united possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics,25
1723,2176,1,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.,19
1724,2177,1,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs,24
1725,2178,1,@united My contact stuff is in the bag and I'm legally blind. This is so messed up.,17
1726,2179,1,@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.,26
1727,2180,1,@united 3 times I've called customer services each at least 40 mins... Each time cut off by your operators... Why can't you call me back!,25
1728,2181,1,@united Tell me that you're at least going to cover a room and get me out of here.,18
1729,2182,1,@united OMG!!! you just bumped me off the last flight. Can this get any worse.,15
1730,2183,1,@united Which just speaks to basically the worst designed web system ever.,12
1731,2184,1,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr"".",21
1732,2185,1,@united please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks,23
1733,2187,1,@united what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa,10
1734,2188,1,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!",28
1735,2189,1,@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick,25
1736,2190,1,.@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.,26
1737,2192,1,@united Pay for my hotel.... I'm a broke student #help,10
1738,2193,1,@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help,29
1739,2194,1,@united what a nightmare!!  Both sides of my flights are a disaster!  At Houston getting attitude cuz I was sent to ticket counter,25
1740,2195,1,@united you're terrible.,3
1741,2196,1,@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,25
1742,2197,1,@united Anyone there? Did you read my DM?,8
1744,2199,1,"@united EWR TO MCO made unplanned landing because of pressurization failure. Worst pain I've EVER felt, I thought I was going to pass out",24
1745,2200,1,@united How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.,29
1746,2201,1,@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc,19
1747,2202,1,@united trying to get a customer service agent.  Just landed in SFO.  Can't fly with 3 layovers with 3 kids!!,22
1748,2204,1,@united nope I gave up - maybe they'll deliver it,10
1750,2206,1,@united more and more delays! No CS help at all! No notifications!,12
1751,2207,1,@united and waiting,3
1752,2208,1,@united hoping there is a spare a/c for 1171 tomorrow!  Have a ship to board!  The sched aircraft is delayed from previous flts.,25
1754,2210,1,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.,20
1755,2211,1,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",29
1756,2212,1,@united is the worst,4
1757,2213,1,@united still waiting,3
1758,2214,1,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not",24
1759,2215,1,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",13
1760,2217,1,@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue,26
1761,2218,1,"@united #customerservice at @Dulles_Airport could not be worse. I get the bad weather, but this is awful.",17
1762,2220,1,"@united instead of be told when we board, we have to wait for the emails telling us about the delays.",20
1763,2221,1,"@united Additionally, my husband paid for tv service &amp; it stopped working about halfway through the flight.",17
1764,2223,1,"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would",27
1765,2225,1,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,16
1766,2226,1,@united I sent a PM over two weeks ago and have heard nothing!  #horribleservice #unitedsucks,16
1767,2227,1,"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta",24
1769,2231,1,@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems,16
1770,2232,1,@united yr team have me on hold for over an hour unhelpful Pls can you answer my question.,18
1771,2233,1,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines,11
1772,2236,1,@united Nope! I'm on UA 174 that was supposed to leave at 6:47 but are still at the gate. Apparently we are about to pull back and de-ice.,28
1773,2237,1,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",21
1774,2239,1,@united just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight #lies,23
1775,2240,1,@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?,17
1776,2243,1,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,20
1777,2244,1,@united From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.,28
1778,2245,1,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,15
1779,2247,1,@united having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!,21
1780,2248,1,@united I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.,15
1781,2250,1,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!,23
1782,2251,1,@united 4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks,25
1783,2252,1,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,25
1784,2253,1,"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!",20
1785,2254,1,@united how come a $27 shuttle bus from LGA to EWR has electrical power outlets but our new Airbus interiors do not? #whyjeff?,23
1786,2255,1,Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,22
1787,2256,1,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.,20
1788,2257,1,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.,29
